מפקד האוכלוסין 2008,,חזרה להסברים על הקובץ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלשכה המרכזית לסטטיסטיקה,,חזרה לאינדקס משתנים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,תכונות גאוגרפיות ומשתנים דמוגרפיים ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,רמת גן,2,22,221,8600,1921,5,מחוז תל אביב,51,נפת תל אביב,512,אזור רמת גן,122,"מטרופולין תל אביב, טבעת פנימית, גזרה מזרחית",140,"יישוב יהודי 199,999-100,000 תושבים",0,עירייה,,3.3,1.5,1.8,,1,יהודים,96.8,,21.8,61.5,16.7,22.7,63.1,14.3,21.0,60.2,18.8,683.6,36.0,34.0,36.0,50.5,49.5,54.9,45.1,46.9,53.1,76.1,23.9,63.0,11.2,21.4,4.3,39.5,24.5,8.9,25.2,1.9
2024,רמת גן,2,22,222,8600,1921,5,מחוז תל אביב,51,נפת תל אביב,512,אזור רמת גן,122,"מטרופולין תל אביב, טבעת פנימית, גזרה מזרחית",140,"יישוב יהודי 199,999-100,000 תושבים",0,עירייה,,5.1,2.4,2.6,,1,יהודים,97.6,,21.8,62.9,15.3,22.5,63.3,14.2,21.1,62.6,16.3,639.3,36.0,35.0,37.0,55.5,44.5,57.9,42.1,53.3,46.7,76.2,23.8,67.6,14.9,15.4,2.0,39.2,24.1,8.3,26.5,2.0
2025,רמת גן,2,22,223,8600,1921,5,מחוז תל אביב,51,נפת תל אביב,512,אזור רמת גן,122,"מטרופולין תל אביב, טבעת פנימית, גזרה מזרחית",140,"יישוב יהודי 199,999-100,000 תושבים",0,עירייה,,3.9,2.0,2.0,,1,יהודים,98.5,,23.6,62.2,14.2,25.4,62.2,12.4,21.9,62.2,15.9,668.2,35.0,33.0,36.0,54.7,45.3,55.9,44.1,53.5,46.5,81.2,18.8,65.3,17.2,15.5,2.0,44.5,21.2,7.1,24.2,3.0
2026,רמת גן,2,22,224,8600,1921,5,מחוז תל אביב,51,נפת תל אביב,512,אזור רמת גן,122,"מטרופולין תל אביב, טבעת פנימית, גזרה מזרחית",140,"יישוב יהודי 199,999-100,000 תושבים",0,עירייה,,4.0,1.9,2.1,,1,יהודים,97.7,,23.2,61.5,15.3,25.7,60.6,13.8,20.8,62.4,16.8,697.6,35.0,34.0,36.0,55.6,44.4,58.6,41.4,53.0,47.0,77.8,22.2,66.9,18.6,12.7,1.7,39.2,20.6,9.0,28.4,2.8
2027,רמת גן,2,22,225,8600,1921,5,מחוז תל אביב,51,נפת תל אביב,512,אזור רמת גן,122,"מטרופולין תל אביב, טבעת פנימית, גזרה מזרחית",140,"יישוב יהודי 199,999-100,000 תושבים",0,עירייה,,3.2,1.5,1.7,,1,יהודים,95.7,,18.4,64.6,17.0,20.3,65.5,14.2,16.8,63.9,19.3,605.7,37.0,35.0,39.0,52.0,48.0,57.0,43.0,47.8,52.2,69.7,30.3,42.5,27.3,27.5,2.7,33.9,17.7,6.4,38.2,3.8
2028,רמת גן,3,,,8600,1921,5,מחוז תל אביב,51,נפת תל אביב,512,אזור רמת גן,122,"מטרופולין תל אביב, טבעת פנימית, גזרה מזרחית",140,"יישוב יהודי 199,999-100,000 תושבים",0,עירייה,,31.2,15.1,16.1,,1,יהודים,97.6,,24.4,62.7,12.9,26.2,61.9,11.9,22.7,63.5,13.7,673.8,33.0,32.0,34.0,53.0,47.0,55.7,44.3,50.7,49.3,77.9,22.1,56.6,18.6,19.5,5.3,41.0,22.2,9.2,24.8,2.8
2029,רמת גן,3,31,,8600,1921,5,מחוז תל אביב,51,נפת תל אביב,512,אזור רמת גן,122,"מטרופולין תל אביב, טבעת פנימית, גזרה מזרחית",140,"יישוב יהודי 199,999-100,000 תושבים",0,עירייה,,13.3,6.4,6.9,,1,יהודים,97.6,,23.8,60.9,15.4,25.6,60.0,14.4,22.1,61.7,16.2,716.2,36.0,34.0,38.0,54.4,45.6,57.2,42.8,52.0,48.0,76.5,23.5,60.8,18.6,17.8,2.8,39.3,20.1,8.2,29.8,2.6
2030,רמת גן,3,31,311,8600,1921,5,מחוז תל אביב,51,נפת תל אביב,512,אזור רמת גן,122,"מטרופולין תל אביב, טבעת פנימית, גזרה מזרחית",140,"יישוב יהודי 199,999-100,000 תושבים",0,עירייה,,3.1,1.5,1.6,,1,יהודים,97.0,,19.8,65.8,14.4,22.0,65.2,12.8,17.7,66.5,15.8,564.0,35.0,34.0,37.0,51.4,48.6,52.8,47.2,50.2,49.8,76.3,23.7,57.9,19.2,19.9,3.0,37.4,17.4,8.4,34.0,2.8
2031,רמת גן,3,31,312,8600,1921,5,מחוז תל אביב,51,נפת תל אביב,512,אזור רמת גן,122,"מטרופולין תל אביב, טבעת פנימית, גזרה מזרחית",140,"יישוב יהודי 199,999-100,000 תושבים",0,עירייה,,4.3,2.1,2.3,,1,יהודים,99.2,,27.2,56.6,16.2,29.0,55.1,15.8,25.6,58.0,16.4,878.0,39.0,37.0,40.0,61.7,38.3,65.3,34.7,58.4,41.6,78.8,21.2,65.5,22.1,10.1,2.3,41.3,17.4,7.6,31.2,2.4
2032,רמת גן,3,31,313,8600,1921,5,מחוז תל אביב,51,נפת תל אביב,512,אזור רמת גן,122,"מטרופולין תל אביב, טבעת פנימית, גזרה מזרחית",140,"יישוב יהודי 199,999-100,000 תושבים",0,עירייה,,3.4,1.6,1.8,,1,יהודים,97.3,,24.1,60.8,15.0,25.1,60.4,14.5,23.3,61.2,15.5,713.4,35.0,34.0,37.0,53.3,46.7,55.8,44.2,51.1,48.9,76.5,23.5,62.5,15.5,19.1,3.0,39.5,23.3,8.1,26.6,2.6
2033,רמת גן,3,31,314,8600,1921,5,מחוז תל אביב,51,נפת תל אביב,512,אזור רמת גן,122,"מטרופולין תל אביב, טבעת פנימית, גזרה מזרחית",140,"יישוב יהודי 199,999-100,000 תושבים",0,עירייה,,2.5,1.2,1.3,,1,יהודים,96.0,,22.2,62.1,15.7,25.0,61.2,13.8,19.7,62.9,17.4,671.4,35.0,32.0,38.0,47.6,52.4,51.0,49.0,44.7,55.3,72.8,27.2,55.5,16.7,24.7,3.0,38.0,23.7,9.2,26.4,2.7
2034,רמת גן,3,32,,8600,1921,5,מחוז תל אביב,51,נפת תל אביב,512,אזור רמת גן,122,"מטרופולין תל אביב, טבעת פנימית, גזרה מזרחית",140,"יישוב יהודי 199,999-100,000 תושבים",0,עירייה,,17.9,8.7,9.2,,1,יהודים,97.5,,24.9,64.1,11.0,26.6,63.3,10.1,23.2,64.9,11.9,643.7,31.0,30.0,32.0,52.0,48.0,54.6,45.4,49.6,50.4,78.9,21.1,53.1,18.6,21.0,7.3,42.2,23.8,10.0,21.1,2.9
2035,רמת גן,3,32,321,8600,1921,5,מחוז תל אביב,51,נפת תל אביב,512,אזור רמת גן,122,"מטרופולין תל אביב, טבעת פנימית, גזרה מזרחית",140,"יישוב יהודי 199,999-100,000 תושבים",0,עירייה,,4.4,2.3,2.2,,1,יהודים,97.4,,26.0,62.2,11.9,27.7,62.1,10.2,24.2,62.2,13.6,704.0,32.0,29.0,35.0,54.5,45.5,54.3,45.7,54.6,45.4,79.1,20.9,56.1,18.1,21.0,4.8,42.6,24.7,9.0,21.5,2.3
2036,רמת גן,3,32,322,8600,1921,5,מחוז תל אביב,51,נפת תל אביב,512,אזור רמת גן,122,"מטרופולין תל אביב, טבעת פנימית, גזרה מזרחית",140,"יישוב יהודי 199,999-100,000 תושבים",0,עירייה,,2.8,1.4,1.4,,1,יהודים,96.9,,23.8,65.1,11.1,23.4,66.7,9.9,24.2,63.6,12.2,597.0,29.0,29.0,29.0,50.4,49.6,50.8,49.2,50.0,50.0,80.5,19.5,64.7,15.9,12.9,6.5,44.5,31.3,9.9,11.3,3.0
2037,רמת גן,3,32,323,8600,1921,5,מחוז תל אביב,51,נפת תל אביב,512,אזור רמת גן,122,"מטרופולין תל אביב, טבעת פנימית, גזרה מזרחית",140,"יישוב יהודי 199,999-100,000 תושבים",0,עירייה,,0.8,0.2,0.6,,1,יהודים,99.5,,2.5,97.0,0.6,4.8,94.2,1.0,1.6,98.0,0.4,,22.0,24.0,21.0,4.0,96.0,7.2,92.8,2.8,97.2,72.2,27.8,0.7,6.6,28.6,64.1,39.1,5.4,21.9,20.7,12.8
2038,רמת גן,3,32,324,8600,1921,5,מחוז תל אביב,51,נפת תל אביב,512,אזור רמת גן,122,"מטרופולין תל אביב, טבעת פנימית, גזרה מזרחית",140,"יישוב יהודי 199,999-100,000 תושבים",0,עירייה,,5.4,2.7,2.8,,1,יהודים,98.7,,28.1,61.1,10.9,29.6,60.1,10.3,26.6,62.0,11.4,724.5,33.0,32.0,34.0,58.3,41.7,60.4,39.6,56.3,43.7,80.2,19.8,55.6,23.6,17.4,3.4,42.6,22.3,7.6,24.6,3.0
2039,רמת גן,3,32,325,8600,1921,5,מחוז תל אביב,51,נפת תל אביב,512,אזור רמת גן,122,"מטרופולין תל אביב, טבעת פנימית, גזרה מזרחית",140,"יישוב יהודי 199,999-100,000 תושבים",0,עירייה,,4.5,2.2,2.3,,1,יהודים,96.2,,24.4,63.5,12.0,25.9,63.4,10.7,23.1,63.6,13.3,653.6,34.0,33.0,35.0,53.4,46.6,56.1,43.9,51.0,49.0,77.4,22.6,52.5,17.9,27.7,1.9,40.5,23.1,12.0,22.7,1.7
2040,רמת גן,4,,,8600,1921,5,מחוז תל אביב,51,נפת תל אביב,512,אזור רמת גן,122,"מטרופולין תל אביב, טבעת פנימית, גזרה מזרחית",140,"יישוב יהודי 199,999-100,000 תושבים",0,עירייה,,16.5,8.0,8.5,,1,יהודים,96.0,,22.4,58.7,18.9,23.8,59.6,16.6,21.0,57.9,21.1,790.3,38.0,36.0,40.0,54.9,45.1,57.7,42.3,52.4,47.6,73.0,27.0,58.5,19.5,18.9,3.0,36.7,21.3,6.9,32.0,3.1
2041,רמת גן,4,41,,8600,1921,5,מחוז תל אביב,51,נפת תל אביב,512,אזור רמת גן,122,"מטרופולין תל אביב, טבעת פנימית, גזרה מזרחית",140,"יישוב יהודי 199,999-100,000 תושבים",0,עירייה,,16.5,8.0,8.5,,1,יהודים,96.0,,22.4,58.7,18.9,23.8,59.6,16.6,21.0,57.9,21.1,790.3,38.0,36.0,40.0,54.9,45.1,57.7,42.3,52.4,47.6,73.0,27.0,58.5,19.5,18.9,3.0,36.7,21.3,6.9,32.0,3.1
2042,רמת גן,4,41,411+413,8600,1921,5,מחוז תל אביב,51,נפת תל אביב,512,אזור רמת גן,122,"מטרופולין תל אביב, טבעת פנימית, גזרה מזרחית",140,"יישוב יהודי 199,999-100,000 תושבים",0,עירייה,,5.9,2.8,3.1,,1,יהודים,99.2,,23.1,54.7,22.2,24.3,57.2,18.5,22.0,52.4,25.6,932.2,40.0,38.0,42.0,56.1,43.9,59.4,40.6,53.2,46.8,75.0,25.0,71.7,17.5,8.1,2.7,39.5,16.3,5.0,35.3,3.9
2043,רמת גן,4,41,412,8600,1921,5,מחוז תל אביב,51,נפת תל אביב,512,אזור רמת גן,122,"מטרופולין תל אביב, טבעת פנימית, גזרה מזרחית",140,"יישוב יהודי 199,999-100,000 תושבים",0,עירייה,,5.6,2.8,2.9,,1,יהודים,93.6,,23.3,64.7,12.0,24.1,65.3,10.6,22.5,64.2,13.3,621.3,34.0,32.0,35.0,49.2,50.8,50.6,49.4,47.9,52.1,72.5,27.5,47.5,20.3,29.6,2.7,36.8,33.2,10.2,18.6,1.3
2044,רמת גן,4,41,414,8600,1921,5,מחוז תל אביב,51,נפת תל אביב,512,אזור רמת גן,122,"מטרופולין תל אביב, טבעת פנימית, גזרה מזרחית",140,"יישוב יהודי 199,999-100,000 תושבים",0,עירייה,,2.6,1.3,1.3,,1,יהודים,93.1,,23.2,61.7,15.1,25.1,58.9,16.0,21.3,64.5,14.2,700.4,37.0,35.0,38.0,64.4,35.6,65.5,34.5,63.2,36.8,72.5,27.5,42.1,24.8,28.4,4.7,32.2,13.9,5.9,43.0,5.0
2045,רמת גן,4,41,415,8600,1921,5,מחוז תל אביב,51,נפת תל אביב,512,אזור רמת גן,122,"מטרופולין תל אביב, טבעת פנימית, גזרה מזרחית",140,"יישוב יהודי 199,999-100,000 תושבים",0,עירייה,,0.5,0.2,0.3,,1,יהודים,89.1,,1.1,32.0,66.9,1.5,39.0,59.5,0.8,28.3,70.9,,79.0,75.0,81.0,27.7,72.3,45.9,54.1,17.7,82.3,27.1,72.9,69.6,13.9,13.7,2.7,8.8,19.9,5.9,62.6,2.8
2046,רמת גן,4,41,416+417,8600,1921,5,מחוז תל אביב,51,נפת תל אביב,512,אזור רמת גן,122,"מטרופולין תל אביב, טבעת פנימית, גזרה מזרחית",140,"יישוב יהודי 199,999-100,000 תושבים",0,עירייה,,1.8,0.9,0.9,,1,יהודים,99.4,,22.4,56.9,20.7,24.5,55.1,20.4,20.3,58.8,20.9,848.8,44.0,42.0,45.0,65.4,34.6,66.6,33.4,64.3,35.7,80.6,19.4,69.6,20.4,7.0,3.0,41.2,12.9,4.9,37.2,3.8
2047,רמת השרון,,,,2650,1923,5,מחוז תל אביב,51,נפת תל אביב,511,אזור תל אביב,121,"מטרופולין תל אביב, טבעת פנימית, גזרה צפונית",160,"יישוב יהודי 49,999-20,000 תושבים",0,עירייה,16.8,39.0,18.9,20.1,2324.8,1,יהודים,98.9,2.4,25.2,59.2,15.6,26.5,58.6,14.8,23.9,59.8,16.3,762.4,37.0,35.0,38.0,56.5,43.5,58.9,41.1,54.3,45.7,78.1,21.9,54.4,30.1,11.7,3.9,40.5,17.3,7.3,29.9,4.9
2048,רמת השרון,,1,,2650,1923,5,מחוז תל אביב,51,נפת תל אביב,511,אזור תל אביב,121,"מטרופולין תל אביב, טבעת פנימית, גזרה צפונית",160,"יישוב יהודי 49,999-20,000 תושבים",0,עירייה,,14.5,6.9,7.5,,1,יהודים,98.9,,26.6,56.4,16.9,27.7,57.2,15.1,25.7,55.7,18.6,854.5,36.0,34.0,37.0,55.3,44.7,57.9,42.1,52.8,47.2,77.5,22.5,62.0,23.5,11.8,2.7,40.1,25.7,8.4,22.0,3.8
2049,רמת השרון,,1,11,2650,1923,5,מחוז תל אביב,51,נפת תל אביב,511,אזור תל אביב,121,"מטרופולין תל אביב, טבעת פנימית, גזרה צפונית",160,"יישוב יהודי 49,999-20,000 תושבים",0,עירייה,,5.0,2.4,2.6,,1,יהודים,98.6,,26.5,62.0,11.5,27.1,62.9,10.1,26.0,61.1,12.9,678.1,33.0,32.0,34.0,52.9,47.1,54.6,45.4,51.2,48.8,78.8,21.2,59.8,24.8,12.9,2.5,41.1,32.5,10.1,13.3,3.0
2050,רמת השרון,,1,13,2650,1923,5,מחוז תל אביב,51,נפת תל אביב,511,אזור תל אביב,121,"מטרופולין תל אביב, טבעת פנימית, גזרה צפונית",160,"יישוב יהודי 49,999-20,000 תושבים",0,עירייה,,4.9,2.3,2.5,,1,יהודים,98.8,,25.6,57.6,16.8,27.2,59.3,13.5,24.2,56.0,19.8,823.1,34.0,33.0,36.0,51.1,48.9,53.9,46.1,48.6,51.4,76.1,23.9,61.7,21.6,14.7,2.1,38.9,30.5,9.0,19.0,2.7
2051,רמת השרון,,1,14,2650,1923,5,מחוז תל אביב,51,נפת תל אביב,511,אזור תל אביב,121,"מטרופולין תל אביב, טבעת פנימית, גזרה צפונית",160,"יישוב יהודי 49,999-20,000 תושבים",0,עירייה,,4.7,2.2,2.4,,1,יהודים,99.3,,27.8,49.3,22.9,28.9,48.8,22.3,26.9,49.8,23.3,1133.0,40.0,39.0,41.0,62.3,37.7,65.9,34.1,59.1,40.9,77.6,22.4,64.4,24.5,7.4,3.7,40.3,13.5,6.2,34.3,5.7
2052,רמת השרון,,2,,2650,1923,5,מחוז תל אביב,51,נפת תל אביב,511,אזור תל אביב,121,"מטרופולין תל אביב, טבעת פנימית, גזרה צפונית",160,"יישוב יהודי 49,999-20,000 תושבים",0,עירייה,,14.2,6.9,7.3,,1,יהודים,99.2,,24.2,60.8,14.9,25.9,59.7,14.3,22.6,61.9,15.5,713.3,38.0,36.0,40.0,57.2,42.8,60.2,39.8,54.4,45.6,78.1,21.9,49.0,36.1,10.9,3.9,40.7,12.5,6.9,34.5,5.4
2053,רמת השרון,,2,21,2650,1923,5,מחוז תל אביב,51,נפת תל אביב,511,אזור תל אביב,121,"מטרופולין תל אביב, טבעת פנימית, גזרה צפונית",160,"יישוב יהודי 49,999-20,000 תושבים",0,עירייה,,3.7,1.8,1.9,,1,יהודים,99.3,,23.8,61.4,14.7,25.5,60.1,14.4,22.3,62.7,15.0,680.9,39.0,37.0,42.0,56.6,43.4,59.4,40.6,54.0,46.0,77.3,22.7,45.7,40.4,10.9,3.0,38.8,14.4,6.8,34.5,5.5
2054,רמת השרון,,2,22,2650,1923,5,מחוז תל אביב,51,נפת תל אביב,511,אזור תל אביב,121,"מטרופולין תל אביב, טבעת פנימית, גזרה צפונית",160,"יישוב יהודי 49,999-20,000 תושבים",0,עירייה,,4.1,2.0,2.1,,1,יהודים,99.1,,24.8,61.0,14.3,26.6,59.8,13.5,23.0,62.0,14.9,704.4,36.0,35.0,38.0,57.3,42.7,61.1,38.9,54.0,46.0,78.4,21.6,45.5,39.0,11.3,4.1,41.4,12.7,6.7,34.7,4.5
2055,רמת השרון,,2,23,2650,1923,5,מחוז תל אביב,51,נפת תל אביב,511,אזור תל אביב,121,"מטרופולין תל אביב, טבעת פנימית, גזרה צפונית",160,"יישוב יהודי 49,999-20,000 תושבים",0,עירייה,,3.6,1.7,1.9,,1,יהודים,99.2,,24.6,58.2,17.2,26.0,57.8,16.2,23.3,58.5,18.2,805.0,38.0,36.0,42.0,57.5,42.5,59.8,40.2,55.4,44.6,78.6,21.4,55.5,29.5,10.9,4.1,41.7,11.1,6.7,34.6,5.9
2056,רמת השרון,,2,24,2650,1923,5,מחוז תל אביב,51,נפת תל אביב,511,אזור תל אביב,121,"מטרופולין תל אביב, טבעת פנימית, גזרה צפונית",160,"יישוב יהודי 49,999-20,000 תושבים",0,עירייה,,2.8,1.4,1.5,,1,יהודים,99.2,,23.4,63.3,13.3,25.5,61.5,13.1,21.5,65.0,13.6,660.3,38.0,36.0,40.0,57.2,42.8,60.7,39.3,54.2,45.8,77.9,22.1,50.4,34.6,10.3,4.6,41.1,11.6,7.7,33.8,5.7
2057,רמת השרון,,3,,2650,1923,5,מחוז תל אביב,51,נפת תל אביב,511,אזור תל אביב,121,"מטרופולין תל אביב, טבעת פנימית, גזרה צפונית",160,"יישוב יהודי 49,999-20,000 תושבים",0,עירייה,,10.3,5.1,5.2,,1,יהודים,98.3,,24.4,61.0,14.6,25.7,59.2,15.1,23.1,62.8,14.1,710.6,37.0,36.0,37.0,57.3,42.7,58.3,41.7,56.4,43.6,79.0,21.0,50.7,31.1,12.6,5.6,40.8,12.2,6.3,34.9,5.8
2058,רמת השרון,,3,31,2650,1923,5,מחוז תל אביב,51,נפת תל אביב,511,אזור תל אביב,121,"מטרופולין תל אביב, טבעת פנימית, גזרה צפונית",160,"יישוב יהודי 49,999-20,000 תושבים",0,עירייה,,4.2,2.1,2.1,,1,יהודים,99.1,,22.7,62.8,14.5,23.8,61.3,14.9,21.6,64.2,14.2,656.8,37.0,37.0,38.0,60.7,39.3,62.3,37.7,59.2,40.8,78.7,21.3,51.7,31.3,11.9,5.1,40.2,11.1,6.1,36.8,5.8
2059,רמת השרון,,3,32+37,2650,1923,5,מחוז תל אביב,51,נפת תל אביב,511,אזור תל אביב,121,"מטרופולין תל אביב, טבעת פנימית, גזרה צפונית",160,"יישוב יהודי 49,999-20,000 תושבים",0,עירייה,,3.3,1.6,1.7,,1,יהודים,96.8,,28.9,58.4,12.8,30.7,57.1,12.2,27.0,59.7,13.4,804.6,33.0,31.0,35.0,50.1,49.9,50.6,49.4,49.7,50.3,78.5,21.5,46.4,31.6,15.7,6.3,41.3,16.6,7.0,29.1,5.9
2060,רמת השרון,,3,33,2650,1923,5,מחוז תל אביב,51,נפת תל אביב,511,אזור תל אביב,121,"מטרופולין תל אביב, טבעת פנימית, גזרה צפונית",160,"יישוב יהודי 49,999-20,000 תושבים",0,עירייה,,2.0,1.0,1.0,,1,יהודים,99.1,,21.3,59.7,18.9,21.6,57.5,20.9,21.0,62.0,17.0,734.4,44.0,44.0,44.0,63.2,36.8,63.4,36.6,63.0,37.0,80.3,19.7,53.2,30.0,11.2,5.6,41.3,7.8,4.6,41.9,4.5
2061,רמת השרון,,3,36,2650,1923,5,מחוז תל אביב,51,נפת תל אביב,511,אזור תל אביב,121,"מטרופולין תל אביב, טבעת פנימית, גזרה צפונית",160,"יישוב יהודי 49,999-20,000 תושבים",0,עירייה,,0.7,0.4,0.4,,1,יהודים,98.1,,22.8,65.7,11.5,25.0,61.3,13.7,20.7,70.1,9.2,576.5,36.0,37.0,36.0,52.8,47.2,54.9,45.1,50.8,49.2,78.6,21.4,57.8,30.4,7.3,4.5,40.7,11.1,9.7,29.8,8.7
2062,רמת ישי,,,,122,1925,2,מחוז הצפון,23,נפת יזרעאל,235,אזור יקנעם,242,"מטרופולין חיפה, טבעת חיצונית, גזרה מזרחית",180,"יישוב יהודי 9,999-5,000 תושבים",99,מועצה מקומית,2.4,6.2,3.1,3.1,2577.1,1,יהודים,99.3,,30.0,65.4,4.5,30.4,65.3,4.3,29.6,65.6,4.8,629.7,29.0,28.0,31.0,57.1,42.9,56.5,43.5,57.6,42.4,84.0,16.0,43.8,42.3,11.7,2.2,46.1,9.8,13.7,26.5,3.8
2063,רעננה,,,,8700,1921,4,מחוז המרכז,42,נפת פתח תקווה,421,דרום השרון,131,"מטרופולין תל אביב, טבעת תיכונה, גזרה צפונית",150,"יישוב יהודי 99,999-50,000 תושבים",0,עירייה,14.9,68.3,33.3,34.9,4587.0,1,יהודים,98.1,2.6,27.2,62.2,10.6,28.4,61.8,9.7,26.0,62.5,11.4,684.6,34.0,33.0,36.0,57.7,42.3,59.9,40.1,55.7,44.3,69.1,30.9,27.8,28.9,27.5,15.8,34.5,13.1,10.7,31.7,10.0
2064,רעננה,,1,,8700,1921,4,מחוז המרכז,42,נפת פתח תקווה,421,דרום השרון,131,"מטרופולין תל אביב, טבעת תיכונה, גזרה צפונית",150,"יישוב יהודי 99,999-50,000 תושבים",0,עירייה,,21.7,10.5,11.2,,1,יהודים,98.2,,26.3,62.2,11.5,27.2,61.9,10.9,25.4,62.4,12.2,681.8,37.0,35.0,38.0,58.7,41.3,61.4,38.6,56.1,43.9,66.6,33.4,28.9,25.8,28.8,16.5,31.5,11.9,10.1,34.2,12.3
2065,רעננה,,1,12,8700,1921,4,מחוז המרכז,42,נפת פתח תקווה,421,דרום השרון,131,"מטרופולין תל אביב, טבעת תיכונה, גזרה צפונית",150,"יישוב יהודי 99,999-50,000 תושבים",0,עירייה,,2.4,1.2,1.2,,1,יהודים,99.2,,26.9,60.0,13.1,26.7,60.9,12.4,27.1,59.0,13.9,762.9,40.0,39.0,40.0,56.7,43.3,57.4,42.6,56.0,44.0,70.0,30.0,44.9,23.0,19.5,12.6,34.6,18.0,11.5,27.5,8.3
2066,רעננה,,1,13,8700,1921,4,מחוז המרכז,42,נפת פתח תקווה,421,דרום השרון,131,"מטרופולין תל אביב, טבעת תיכונה, גזרה צפונית",150,"יישוב יהודי 99,999-50,000 תושבים",0,עירייה,,3.1,1.5,1.6,,1,יהודים,99.4,,34.6,59.0,6.5,34.5,58.4,7.2,34.7,59.6,5.8,780.4,30.0,30.0,31.0,63.8,36.2,65.0,35.0,62.7,37.3,70.9,29.1,20.1,23.7,27.4,28.7,36.3,8.8,8.2,31.1,15.6
2067,רעננה,,1,14,8700,1921,4,מחוז המרכז,42,נפת פתח תקווה,421,דרום השרון,131,"מטרופולין תל אביב, טבעת תיכונה, גזרה צפונית",150,"יישוב יהודי 99,999-50,000 תושבים",0,עירייה,,2.8,1.4,1.4,,1,יהודים,99.4,,26.2,66.3,7.5,27.1,65.8,7.2,25.4,66.9,7.8,582.9,36.0,33.0,38.0,54.9,45.1,56.4,43.6,53.5,46.5,67.0,33.0,24.2,23.8,29.5,22.5,30.1,11.0,8.4,34.4,16.2
2068,רעננה,,1,15,8700,1921,4,מחוז המרכז,42,נפת פתח תקווה,421,דרום השרון,131,"מטרופולין תל אביב, טבעת תיכונה, גזרה צפונית",150,"יישוב יהודי 99,999-50,000 תושבים",0,עירייה,,2.1,1.0,1.1,,1,יהודים,98.1,,25.1,60.3,14.6,26.8,61.2,12.0,23.4,59.5,17.0,739.3,42.0,40.0,44.0,61.5,38.5,65.5,34.5,57.8,42.2,60.0,40.0,25.2,30.7,29.8,14.3,25.8,10.4,11.7,36.9,15.2
2069,רעננה,,1,16,8700,1921,4,מחוז המרכז,42,נפת פתח תקווה,421,דרום השרון,131,"מטרופולין תל אביב, טבעת תיכונה, גזרה צפונית",150,"יישוב יהודי 99,999-50,000 תושבים",0,עירייה,,3.0,1.4,1.6,,1,יהודים,98.1,,27.4,58.3,14.3,28.0,58.9,13.2,26.8,57.8,15.4,786.3,36.0,35.0,37.0,57.3,42.7,61.7,38.3,53.5,46.5,66.0,34.0,29.9,25.6,29.6,14.9,32.8,11.5,8.5,35.3,11.8
2070,רעננה,,1,17,8700,1921,4,מחוז המרכז,42,נפת פתח תקווה,421,דרום השרון,131,"מטרופולין תל אביב, טבעת תיכונה, גזרה צפונית",150,"יישוב יהודי 99,999-50,000 תושבים",0,עירייה,,3.3,1.6,1.7,,1,יהודים,97.2,,24.5,62.0,13.5,26.1,60.6,13.3,23.0,63.3,13.7,680.7,37.0,35.0,38.0,58.8,41.2,62.5,37.5,55.5,44.5,65.9,34.1,32.2,25.8,29.8,12.2,29.8,12.3,11.5,36.1,10.3
2071,רעננה,,1,18,8700,1921,4,מחוז המרכז,42,נפת פתח תקווה,421,דרום השרון,131,"מטרופולין תל אביב, טבעת תיכונה, גזרה צפונית",150,"יישוב יהודי 99,999-50,000 תושבים",0,עירייה,,2.6,1.2,1.3,,1,יהודים,96.2,,23.5,63.4,13.2,24.6,63.3,12.1,22.5,63.4,14.1,637.7,40.0,37.0,42.0,59.1,40.9,63.3,36.7,55.4,44.6,63.9,36.1,30.1,27.7,30.8,11.4,29.4,12.2,10.9,38.2,9.4
2072,רעננה,,1,19,8700,1921,4,מחוז המרכז,42,נפת פתח תקווה,421,דרום השרון,131,"מטרופולין תל אביב, טבעת תיכונה, גזרה צפונית",150,"יישוב יהודי 99,999-50,000 תושבים",0,עירייה,,2.5,1.2,1.3,,1,יהודים,97.9,,20.4,68.8,10.8,22.1,67.6,10.3,18.7,70.0,11.3,512.3,36.0,33.0,40.0,57.5,42.5,60.3,39.7,55.1,44.9,67.2,32.8,26.5,26.4,32.1,15.0,31.8,11.6,10.8,34.4,11.4
